,FB_VIX,S&P 500,原油,美元,道瓊,那斯達克,恒生,上證,日經,總確診,每日確診
2017-09-07,9.34,2465.10,49.09,30.0760,21784.78,6397.87,27522.92,3365.50,19396.52,,
2017-09-08,9.26,2461.43,47.48,30.0370,21797.79,6360.19,27668.47,3365.24,19274.82,,
2017-09-11,9.03,2488.11,48.07,29.9880,22057.37,6432.26,27955.13,3376.42,19545.77,,
2017-09-12,8.85,2496.48,48.23,30.0050,22118.86,6454.28,27972.24,3379.49,19776.62,,
2017-09-13,8.8,2498.37,49.30,30.0090,22158.18,6460.19,27894.08,3384.15,19865.82,,
2017-09-14,8.66,2495.62,49.89,30.0370,22203.48,6429.08,27777.20,3371.43,19807.44,,
2017-09-15,8.67,2500.23,49.89,30.0870,22268.34,6448.47,27807.59,3353.62,19909.50,,
2017-09-18,8.41,2503.87,49.91,30.0540,22331.35,6454.64,28159.77,3362.86,19909.50,,
2017-09-19,8.29,2506.65,49.48,30.0920,22370.80,6461.32,28051.41,3356.84,20299.38,,
2017-09-20,8.3,2508.24,50.41,30.1140,22412.59,6456.04,28127.80,3366.00,20310.46,,
2017-09-21,8.25,2500.60,50.55,30.1210,22359.23,6422.69,28110.33,3357.81,20347.48,,
2017-09-22,8.49,2502.22,50.66,30.1890,22349.59,6426.92,27880.53,3352.53,20296.45,,
2017-09-25,8.32,2496.66,52.22,30.1630,22296.09,6370.59,27500.34,3341.55,20397.58,,
2017-09-26,8.24,2496.84,51.88,30.2040,22284.32,6380.16,27513.01,3343.58,20330.19,,
2017-09-27,8.03,2507.04,52.14,30.1970,22340.71,6453.26,27642.43,3345.27,20267.05,,
2017-09-28,7.97,2510.06,51.56,30.2840,22381.20,6453.45,27421.60,3339.64,20363.11,,
2017-09-29,7.8,2519.36,51.67,30.3660,22405.09,6495.96,27554.30,3348.94,20356.28,,
2017-09-30,7.61,2519.36,51.67,30.3660,22405.09,6495.96,27554.30,3348.94,20356.28,,
2017-10-02,7.58,2529.12,50.58,30.3130,22557.60,6516.72,27554.30,3348.94,20400.78,,
2017-10-03,7.42,2534.58,50.42,30.4420,22641.67,6531.71,28173.21,3348.94,20614.07,,
2017-10-05,7.42,2552.07,50.79,30.4260,22775.39,6585.36,28173.21,3348.94,20628.56,,
2017-10-06,7.21,2549.33,49.29,30.3320,22773.67,6590.18,28458.04,3348.94,20690.71,,
2017-10-11,7.13,2555.24,51.30,30.3570,22872.89,6603.55,28389.57,3388.28,20881.27,,
2017-10-12,7.03,2550.93,50.60,30.2120,22841.01,6591.51,28459.03,3386.10,20954.72,,
2017-10-13,6.96,2553.17,51.45,30.1920,22871.72,6605.80,28476.43,3390.52,21155.18,,
2017-10-16,6.71,2557.64,51.87,30.1440,22956.96,6624.00,28692.80,3378.47,21255.56,,
2017-10-17,6.7,2559.36,51.88,30.1420,22997.44,6623.66,28697.49,3372.04,21336.12,,
2017-10-18,6.73,2561.26,52.04,30.1810,23157.60,6624.22,28711.76,3381.79,21363.05,,
2017-10-19,6.71,2562.10,51.29,30.1980,23163.04,6605.07,28159.09,3370.17,21448.52,,
2017-10-20,6.56,2575.21,51.47,30.2100,23328.63,6629.05,28487.24,3378.65,21457.64,,
2017-10-23,6.47,2564.98,51.90,30.2220,23273.96,6586.83,28305.88,3380.70,21696.65,,
2017-10-24,6.65,2569.13,52.47,30.2460,23441.76,6598.43,28154.97,3388.25,21805.17,,
2017-10-25,6.91,2557.15,52.18,30.2580,23329.46,6563.89,28302.89,3396.90,21707.62,,
2017-10-26,6.92,2560.40,52.64,30.2480,23400.86,6556.77,28202.38,3407.57,21739.78,,
2017-10-27,6.93,2581.07,53.90,30.2120,23434.19,6701.26,28438.85,3416.81,22008.45,,
2017-10-30,6.71,2572.83,54.15,30.1370,23348.74,6698.96,28336.19,3390.34,22011.67,,
2017-10-31,6.66,2575.26,54.38,30.1830,23377.24,6727.67,28245.54,3393.34,22011.61,,
2017-11-01,6.52,2579.36,54.30,30.1670,23435.01,6716.53,28594.06,3395.91,22420.08,,
2017-11-02,6.68,2579.85,54.54,30.1280,23516.26,6714.94,28518.64,3383.31,22539.12,,
2017-11-03,6.53,2587.84,55.64,30.1790,23539.19,6764.44,28603.61,3371.74,22539.12,,
2017-11-06,6.53,2591.13,57.35,30.1550,23548.42,6786.44,28596.80,3388.17,22548.35,,
2017-11-07,6.4,2590.64,57.20,30.1980,23557.23,6767.78,28994.34,3413.57,22937.60,,
2017-11-08,6.49,2594.38,56.81,30.1720,23563.36,6789.12,28907.60,3415.46,22913.82,,
2017-11-09,6.57,2584.62,57.17,30.1690,23461.94,6750.05,29136.57,3427.79,22868.71,,
2017-11-10,6.48,2582.30,56.74,30.1790,23422.21,6750.94,29120.92,3432.67,22681.42,,
2017-11-13,6.58,2584.84,56.76,30.1080,23439.70,6757.60,29182.18,3447.84,22380.99,,
2017-11-14,6.75,2578.87,55.70,30.1500,23409.47,6737.87,29152.12,3429.55,22380.01,,
2017-11-15,6.84,2564.62,55.33,30.1750,23271.28,6706.21,28851.69,3402.52,22028.32,,
2017-11-16,6.82,2585.64,55.14,30.1750,23458.36,6793.29,29018.76,3399.25,22351.12,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-17,6.76,2578.85,56.55,30.1280,23358.24,6782.79,29199.04,3382.91,22396.80,,
2017-11-20,6.77,2582.14,56.09,30.0710,23430.33,6790.71,29260.31,3392.40,22261.76,,
2017-11-21,6.41,2599.03,56.83,30.0780,23590.83,6862.48,29818.07,3410.50,22416.48,,
2017-11-22,6.15,2597.08,58.02,29.9980,23526.18,6867.36,30003.49,3430.46,22523.15,,
2017-11-23,6.13,2597.08,58.02,29.9940,23526.18,6867.36,29707.94,3352.99,22523.15,,
2017-11-24,6.09,2602.42,58.02,30.0040,23557.99,6889.16,29866.32,3353.82,22550.85,,
2017-11-27,6.15,2601.42,58.11,29.9770,23580.78,6878.52,29686.19,3322.23,22495.99,,
2017-11-28,6.06,2627.04,57.99,29.9860,23836.71,6912.36,29680.85,3333.66,22486.24,,
2017-11-29,6.0,2626.07,57.30,29.9800,23940.68,6824.39,29623.83,3337.86,22597.20,,
2017-11-30,6.1,2647.58,57.40,29.9710,24272.35,6873.97,29177.35,3317.19,22724.96,,
2017-12-01,6.17,2642.22,58.36,29.9830,24231.59,6847.59,29074.24,3317.62,22819.03,,
2017-12-04,5.99,2639.44,57.47,29.9920,24290.05,6775.37,29138.28,3309.62,22707.16,,
2017-12-05,6.19,2629.57,57.62,30.0320,24180.64,6762.21,28842.80,3303.68,22622.38,,
2017-12-06,6.37,2629.27,55.96,29.9730,24140.91,6776.38,28224.80,3293.97,22177.04,,
2017-12-07,6.13,2636.98,56.69,29.9920,24211.48,6812.84,28303.19,3272.05,22498.03,,
2017-12-08,5.96,2651.50,57.36,30.0090,24329.16,6840.08,28639.85,3289.99,22811.08,,
2017-12-11,5.79,2659.99,57.99,30.0030,24386.03,6875.08,28965.29,3322.20,22938.73,,
2017-12-12,5.62,2664.11,57.14,30.0070,24504.80,6862.32,28793.88,3280.81,22866.17,,
2017-12-13,5.66,2662.85,56.60,30.0010,24585.43,6875.80,29222.10,3303.04,22758.07,,
2017-12-14,5.6,2652.01,57.04,30.0230,24508.66,6856.53,29166.38,3292.44,22694.45,,
2017-12-15,5.57,2675.81,57.30,30.0040,24651.74,6936.58,28848.11,3266.14,22553.22,,
2017-12-18,5.34,2690.16,57.16,29.9610,24792.20,6994.76,29050.41,3267.92,22901.77,,
2017-12-19,5.32,2681.47,57.46,29.9920,24754.75,6963.85,29253.66,3296.54,22868.00,,
2017-12-20,5.27,2679.25,58.09,29.9850,24726.65,6960.96,29234.09,3287.61,22891.72,,
2017-12-21,5.33,2684.57,58.36,29.9780,24782.29,6965.36,29367.06,3300.06,22866.10,,
2017-12-22,5.24,2683.34,58.47,29.9660,24754.06,6959.96,29578.01,3297.06,22902.76,,
2017-12-25,5.28,2683.34,58.47,29.8790,24754.06,6959.96,29578.01,3280.84,22939.18,,
2017-12-26,5.33,2680.50,59.97,29.9010,24746.21,6936.25,29578.01,3306.13,22892.69,,
2017-12-27,5.27,2682.62,59.64,29.9350,24774.30,6939.34,29597.66,3275.78,22911.21,,
2017-12-28,5.27,2687.54,59.84,29.9350,24837.51,6950.16,29863.71,3296.39,22783.98,,
2017-12-29,5.24,2673.61,60.42,29.8090,24719.22,6903.39,29919.15,3307.17,22764.94,,
2018-01-02,5.26,2695.81,60.37,29.7730,24824.01,7006.90,30515.31,3348.33,22764.94,,
2018-01-03,5.02,2713.06,61.63,29.6220,24922.68,7065.53,30560.95,3369.11,22764.94,,
2018-01-04,5.01,2723.99,62.01,29.5930,25075.13,7077.91,30736.48,3385.71,23506.33,,
2018-01-05,4.96,2743.15,61.44,29.5700,25295.87,7136.56,30814.64,3391.75,23714.53,,
2018-01-08,4.95,2747.71,61.73,29.4670,25283.00,7157.39,30899.53,3409.48,23714.53,,
2018-01-09,4.92,2751.29,62.96,29.5030,25385.80,7163.58,31011.41,3413.90,23849.99,,
2018-01-10,4.97,2748.23,63.57,29.5180,25369.13,7153.57,31073.72,3421.83,23788.20,,
2018-01-11,4.87,2767.56,63.80,29.5960,25574.73,7211.78,31120.39,3425.34,23710.43,,
2018-01-12,4.87,2786.24,64.30,29.5880,25803.19,7261.06,31412.54,3428.94,23653.82,,
2018-01-15,4.86,2786.24,64.30,29.5830,25803.19,7261.06,31338.87,3410.49,23714.88,,
2018-01-16,4.86,2776.42,63.73,29.5230,25792.86,7223.69,31904.75,3436.59,23951.81,,
2018-01-17,5.07,2802.56,63.97,29.5500,26115.65,7298.28,31983.41,3444.67,23868.34,,
2018-01-18,5.12,2798.03,63.95,29.5560,26017.81,7296.05,32121.94,3474.75,23763.37,,
2018-01-19,5.13,2810.30,63.37,29.5430,26071.72,7336.38,32254.89,3487.86,23808.06,,
2018-01-22,5.08,2832.97,63.49,29.3640,26214.60,7408.03,32393.41,3501.36,23816.33,,
2018-01-23,4.95,2839.13,64.47,29.2620,26210.81,7460.29,32930.70,3546.50,24124.15,,
2018-01-24,5.06,2837.54,65.61,29.2680,26252.12,7415.06,32958.69,3559.47,23940.78,,
2018-01-25,5.15,2839.25,65.51,29.0880,26392.79,7411.16,32654.45,3548.31,23669.49,,
2018-01-26,5.2,2872.87,66.14,29.0640,26616.71,7505.77,33154.12,3558.13,23631.88,,
2018-01-29,5.19,2853.53,65.56,29.0980,26439.48,7466.51,32966.89,3523.00,23629.34,,
2018-01-30,5.77,2822.43,64.50,29.1310,26076.89,7402.48,32607.29,3488.01,23291.97,,
2018-01-31,5.66,2823.81,64.73,29.2200,26149.39,7411.48,32887.27,3480.83,23098.29,,
2018-02-01,5.52,2821.98,65.80,29.1420,26186.71,7385.86,32642.09,3446.98,23486.11,,
2018-02-02,5.44,2762.13,65.45,29.1870,25520.96,7240.95,32601.78,3462.08,23274.53,,
2018-02-05,6.34,2648.94,64.15,29.3460,24345.75,6967.53,32245.22,3487.50,22682.08,,
2018-02-06,9.95,2695.14,63.39,29.3010,24912.77,7115.88,30595.42,3370.65,21610.24,,
2018-02-07,8.77,2681.66,61.79,29.3750,24893.35,7051.98,30323.20,3309.26,21645.37,,
2018-02-08,8.52,2581.00,61.15,29.2640,23860.46,6777.16,30451.27,3262.05,21890.86,,
2018-02-09,9.81,2619.55,59.20,29.3690,24190.90,6874.49,29507.42,3129.85,21382.62,,
2018-02-12,9.12,2656.00,59.29,29.3060,24601.27,6981.96,29459.63,3154.13,21382.62,,
2018-02-21,8.37,2701.33,61.68,29.3190,24797.78,7218.23,31431.89,3154.13,21970.81,,
2018-02-22,8.56,2703.96,62.77,29.2180,24962.48,7210.09,30965.68,3268.56,21736.44,,
2018-02-23,8.13,2747.30,63.55,29.2810,25309.99,7337.39,31267.17,3289.02,21892.78,,
2018-02-26,7.6,2779.60,63.91,28.4790,25709.27,7421.46,31498.60,3329.57,22153.63,,
2018-02-27,7.39,2744.28,63.01,29.2020,25410.03,7330.35,31268.66,3292.07,22389.86,,
2018-03-01,8.31,2677.67,60.99,29.3330,24608.98,7180.56,31044.25,3273.75,21724.47,,
2018-03-02,8.83,2691.25,61.25,29.2890,24538.06,7257.87,30583.45,3254.53,21181.64,,
2018-03-05,8.83,2720.94,62.57,29.2680,24874.76,7330.71,29886.39,3256.93,21042.09,,
2018-03-06,8.26,2728.12,62.60,29.2570,24884.12,7372.01,30510.73,3289.64,21417.76,,
2018-03-07,8.79,2726.80,61.15,29.1990,24801.36,7396.65,30196.92,3271.67,21252.72,,
2018-03-08,8.21,2738.97,60.12,29.2570,24895.21,7427.95,30654.52,3288.41,21368.07,,
2018-03-09,7.95,2786.57,62.04,29.3290,25335.74,7560.81,30996.21,3307.17,21469.20,,
2018-03-12,7.3,2783.02,61.36,29.2480,25178.61,7588.32,31594.33,3326.70,21824.03,,
2018-03-13,7.49,2765.31,60.71,29.2560,25007.03,7511.01,31601.45,3310.24,21968.10,,
2018-03-14,7.7,2749.48,60.96,29.2570,24758.12,7496.81,31435.01,3291.38,21777.29,,
2018-03-15,7.78,2747.33,61.19,29.1730,24873.66,7481.74,31541.10,3291.11,21803.95,,
2018-03-16,7.63,2752.01,62.34,29.1280,24946.51,7481.99,31501.97,3269.88,21676.51,,
2018-03-19,7.56,2712.92,62.06,29.1130,24610.91,7344.24,31513.76,3279.25,21480.90,,
2018-03-20,7.91,2716.94,63.40,29.1570,24727.27,7364.30,31549.93,3290.64,21380.97,,
2018-03-21,7.89,2711.93,65.17,29.1450,24682.31,7345.29,31414.52,3280.95,21380.97,,
2018-03-22,7.92,2643.69,64.30,29.0720,23957.89,7166.68,31071.05,3263.48,21591.99,,
2018-03-23,8.94,2588.26,65.88,29.1770,23533.20,6992.67,30309.29,3152.76,20617.86,,
2018-03-26,8.78,2658.55,65.55,29.1770,24202.60,7220.54,30548.77,3133.72,20766.10,,
2018-03-27,8.7,2612.62,65.25,29.0750,23857.71,7008.81,30790.83,3166.65,21317.32,,
2018-03-28,9.37,2605.00,64.38,29.1770,23848.42,6949.23,30022.53,3122.29,21031.31,,
2018-03-29,9.5,2640.87,64.94,29.1370,24103.11,7063.45,30093.38,3160.53,21159.08,,
2018-03-30,9.16,2640.87,64.94,29.1020,24103.11,7063.45,30093.38,3168.90,21454.30,,
2018-03-31,9.14,2640.87,64.94,29.1020,24103.11,7063.45,30093.38,3168.90,21454.30,,
2018-04-02,9.03,2581.88,63.01,28.9740,23644.19,6870.12,30093.38,3163.18,21388.58,,
2018-04-03,9.5,2614.45,63.51,29.1420,24033.36,6941.28,30180.10,3136.63,21292.29,,
2018-04-09,9.15,2613.16,63.42,29.3100,23979.10,6950.34,30229.58,3138.29,21678.26,,
2018-04-10,9.17,2656.87,65.51,29.2420,24408.00,7094.30,30728.74,3190.32,21794.32,,
2018-04-11,9.36,2642.19,66.82,29.1900,24189.45,7069.03,30897.71,3208.08,21687.10,,
2018-04-12,9.25,2663.99,67.07,29.1860,24483.05,7140.25,30831.28,3180.16,21660.28,,
2018-04-13,8.94,2656.30,67.39,29.2840,24360.14,7106.65,30808.38,3159.05,21778.74,,
2018-04-16,8.54,2677.84,66.22,29.3090,24573.04,7156.28,30315.59,3110.65,21835.53,,
2018-04-17,8.22,2706.39,66.52,29.3460,24786.63,7281.10,30062.75,3066.80,21847.59,,
2018-04-18,7.74,2708.64,68.47,29.3740,24748.07,7295.24,30284.25,3091.40,22158.20,,
2018-04-19,7.71,2693.13,68.29,29.2800,24664.89,7238.06,30708.44,3117.38,22191.18,,
2018-04-20,7.88,2670.14,68.38,29.3830,24462.94,7146.13,30418.33,3071.54,22162.24,,
2018-04-23,7.91,2670.29,68.64,29.4680,24448.69,7128.60,30254.40,3068.01,22088.04,,
2018-04-24,7.93,2634.56,67.70,29.5980,24024.13,7007.35,30636.24,3128.93,22278.12,,
2018-04-25,8.43,2639.40,68.05,29.6120,24083.83,7003.74,30328.15,3117.97,22215.32,,
2018-04-26,8.37,2666.94,68.19,29.6780,24322.34,7118.68,30007.68,3075.03,22319.61,,
2018-04-27,8.07,2669.91,68.10,29.6330,24311.19,7119.80,30280.67,3082.23,22467.87,,
2018-04-30,7.76,2648.05,68.57,29.5400,24163.15,7066.27,30808.45,3082.23,22467.87,,
2018-05-02,7.83,2635.67,67.93,29.6970,23924.98,7100.90,30723.88,3081.18,22472.78,,
2018-05-03,7.86,2629.73,68.43,29.7730,23930.15,7088.15,30313.37,3100.86,22472.78,,
2018-05-04,7.85,2663.42,69.72,29.6680,24262.51,7209.62,29926.50,3091.03,22472.78,,
2018-05-07,7.6,2672.63,70.73,29.6740,24357.32,7265.21,29994.26,3136.65,22467.16,,
2018-05-08,7.65,2671.92,69.06,29.8130,24360.21,7266.90,30402.81,3161.50,22508.69,,
2018-05-09,7.67,2697.79,71.14,29.8040,24542.54,7339.91,30536.14,3159.15,22408.88,,
2018-05-10,7.29,2723.07,71.36,29.8840,24739.53,7404.97,30809.22,3174.41,22497.18,,
2018-05-11,7.05,2727.72,70.70,29.7020,24831.17,7402.88,31122.06,3163.26,22758.48,,
2018-05-14,6.73,2730.13,70.96,29.6680,24899.41,7411.32,31541.08,3174.03,22865.86,,
2018-05-15,6.8,2711.45,71.31,29.7940,24706.41,7351.63,31152.03,3192.12,22818.02,,
2018-05-16,7.09,2722.46,71.49,29.8850,24768.93,7398.30,31110.20,3169.56,22717.23,,
2018-05-17,6.83,2720.13,71.49,29.8090,24713.98,7382.47,30942.15,3154.28,22838.37,,
2018-05-18,6.7,2712.97,71.28,29.8950,24715.09,7354.34,31047.91,3193.30,22930.36,,
2018-05-21,6.58,2733.01,72.24,29.9260,25013.29,7394.04,31234.35,3213.84,23002.37,,
2018-05-22,6.59,2724.44,72.13,29.9190,24834.41,7378.46,31234.35,3214.35,22960.34,,
2018-05-23,6.71,2733.29,71.84,29.8330,24886.81,7425.96,30665.64,3168.96,22689.74,,
2018-05-24,6.59,2727.76,70.71,29.9140,24811.76,7424.43,30760.41,3154.65,22437.01,,
2018-05-25,6.43,2721.33,67.88,29.9120,24753.09,7433.85,30588.04,3141.30,22450.79,,
2018-05-28,6.52,2721.33,67.88,29.9450,24753.09,7433.85,30792.26,3135.08,22481.09,,
2018-05-29,6.69,2689.86,66.73,29.8940,24361.45,7396.59,30484.58,3120.46,22358.43,,
2018-05-30,7.21,2724.01,68.21,30.0600,24667.78,7462.45,30056.79,3041.44,22018.52,,
2018-05-31,7.04,2705.27,67.04,29.8960,24415.84,7442.12,30468.56,3095.47,22201.82,,
2018-06-01,7.07,2734.62,65.81,29.9700,24635.21,7554.33,30492.91,3075.14,22171.35,,
2018-06-04,6.71,2746.87,64.75,29.8040,24813.69,7606.46,30997.98,3091.19,22475.94,,
2018-06-05,6.56,2748.80,65.52,29.6430,24799.98,7637.86,31093.45,3114.21,22539.54,,
2018-06-06,6.37,2772.35,64.73,29.8000,25146.39,7689.24,31259.10,3115.18,22625.73,,
2018-06-07,6.18,2770.37,65.95,29.6770,25241.41,7635.07,31512.63,3109.50,22823.26,,
2018-06-08,6.32,2779.03,65.74,29.7570,25316.53,7645.51,30958.21,3067.15,22694.50,,
2018-06-11,6.31,2782.00,66.10,29.8360,25322.31,7659.93,31063.70,3052.78,22804.04,,
2018-06-12,6.15,2786.85,66.36,29.8160,25320.73,7703.79,31103.06,3079.80,22878.35,,
2018-06-13,6.09,2775.63,66.64,29.8010,25201.20,7695.70,30725.15,3049.80,22966.38,,
2018-06-14,6.26,2782.49,66.89,29.8060,25175.31,7761.04,30440.17,3044.16,22738.61,,
2018-06-15,6.1,2779.66,65.06,29.8790,25090.48,7746.38,30309.49,3021.90,22851.75,,
2018-06-19,6.46,2762.59,65.07,30.1590,24700.21,7725.59,29468.15,2907.82,22278.48,,
2018-06-20,6.17,2767.32,66.22,30.1760,24657.80,7781.51,29696.17,2915.73,22555.43,,
2018-06-21,6.12,2749.76,65.54,30.1620,24461.70,7712.95,29296.05,2875.81,22693.04,,
2018-06-22,6.46,2754.88,68.58,30.3190,24580.89,7692.82,29338.70,2889.76,22516.83,,
2018-06-25,6.6,2717.07,68.08,30.2980,24252.80,7532.01,28961.39,2859.34,22338.15,,
2018-06-26,6.89,2723.06,70.53,30.3420,24283.11,7561.63,28881.40,2844.51,22342.00,,
2018-06-27,7.09,2699.63,72.76,30.4070,24117.59,7445.08,28356.26,2813.18,22271.77,,
2018-06-28,7.28,2716.31,73.45,30.4930,24216.05,7503.68,28497.32,2786.90,22270.39,,
2018-06-29,7.08,2718.37,74.15,30.5690,24271.41,7510.30,28955.11,2847.42,22304.51,,
2018-07-02,7.33,2726.71,73.94,30.4640,24307.18,7567.69,28955.11,2775.56,21811.93,,
2018-07-03,7.2,2713.22,73.94,30.5350,24174.82,7502.67,28545.57,2786.89,21785.54,,
2018-07-04,7.2,2713.22,73.94,30.5110,24174.82,7502.67,28241.67,2759.13,21717.04,,
2018-07-05,7.27,2736.61,72.94,30.5070,24356.74,7586.43,28182.09,2733.88,21546.99,,
2018-07-06,6.91,2759.82,73.80,30.5090,24456.48,7688.39,28315.62,2747.23,21788.14,,
2018-07-09,6.48,2784.17,73.85,30.4280,24776.59,7756.20,28688.50,2815.11,22052.18,,
2018-07-10,6.25,2793.84,74.11,30.3090,24919.66,7759.20,28682.25,2827.63,22196.89,,
2018-07-11,6.46,2774.02,70.38,30.4000,24700.45,7716.61,28311.69,2777.77,21932.21,,
2018-07-12,6.29,2798.29,70.33,30.6450,24924.89,7823.92,28480.83,2837.66,22187.96,,
2018-07-13,6.18,2801.31,71.01,30.4790,25019.41,7825.98,28525.44,2831.18,22597.35,,
2018-07-16,6.07,2798.43,68.06,30.5660,25064.36,7805.72,28539.66,2814.04,22597.35,,
2018-07-17,6.1,2809.55,68.08,30.4700,25119.89,7855.12,28181.68,2798.13,22697.36,,
2018-07-18,5.98,2815.62,68.76,30.4850,25199.29,7854.44,28117.42,2787.26,22794.19,,
2018-07-19,5.97,2804.49,69.46,30.5600,25064.50,7825.30,28010.86,2772.54,22764.68,,
2018-07-20,6.09,2801.83,70.46,30.6700,25058.12,7820.20,28224.48,2829.27,22697.88,,
2018-07-23,6.16,2806.98,67.89,30.5710,25044.29,7841.87,28256.12,2859.54,22396.99,,
2018-07-24,5.96,2820.40,68.52,30.5700,25241.94,7840.77,28662.57,2905.56,22510.48,,
